TERYT,Jednostka terytorialna,Komisja otrzymała kart do głosowania,Liczba wyborców uprawnionych do głosowania,w tym umieszczonych w części A spisu wyborców,w tym umieszczonych w części B spisu wyborców,Nie wykorzystano kart do głosowania,"Liczba wyborców, którym wydano karty do głosowania",w tym w części A spisu wyborców,w tym w części B spisu wyborców,Liczba wyborców głosujących przez pełnomocnika,Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania,"Liczba wyborców, którym wysłano pakiety wyborcze",Liczba otrzymanych kopert zwrotnych,"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu","Liczba kopert zwrotnych, w których oświadczenie nie było podpisane","Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania","Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania",Liczba kopert na kartę do głosowania wrzuconych do urny,Liczba kart wyjętych z urny,w tym liczba kart wyjętych z kopert na kartę do głosowania,Liczba kart nieważnych,Liczba kart ważnych,Liczba głosów nieważnych,w tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów,w tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata,w tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata,Liczba głosów ważnych oddanych łącznie na wszystkie listy kandydatów,KOALICYJNY KOMITET WYBORCZY KOALICJA EUROPEJSKA PO PSL SLD .N ZIELONI - ZPOW-603-7/19,"KOALICYJNY KOMITET WYBORCZY LEWICA RAZEM - PARTIA RAZEM, UNIA PRACY, RSS - ZPOW-603-4/19",KOALICYJNY KOMITET WYBORCZY POLEXIT - KOALICJA - ZPOW-603-14/19,KOMITET WYBORCZY JEDNOŚĆ NARODU - ZPOW-603-11/19,KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ - ZPOW-603-5/19,KOMITET WYBORCZY RUCH PRAWDZIWA EUROPA - EUROPA CHRISTI - ZPOW-603-9/19,KOMITET WYBORCZY WIOSNA ROBERTA BIEDRONIA - ZPOW-603-8/19,KOMITET WYBORCZY WYBORCÓW KONFEDERACJA KORWIN BRAUN LIROY NARODOWCY - ZPOW-603-3/19,KOMITET WYBORCZY WYBORCÓW KUKIZ'15 - ZPOW-603-1/19,KOMITET WYBORCZY WYBORCÓW POLSKA FAIR PLAY BEZPARTYJNI GWIAZDOWSKI - ZPOW-603-6/19
101411,gm. Złoczew,4490,5870,5870,0,2163,2327,2327,0,0,14,0,0,0,0,0,0,0,2326,0,0,2326,27,17,10,0,2299,457,40,,,1556,,89,71,86,
101501,gm. Bolimów,2420,3183,3182,1,1150,1270,1270,0,2,6,0,0,0,0,0,0,0,1270,0,0,1270,16,7,9,0,1254,295,30,,,754,,62,62,51,
101502,gm. Głuchów,3588,4678,4678,0,1246,2341,2341,0,7,1,0,0,0,0,0,0,0,2341,0,0,2341,25,12,13,0,2316,290,30,,,1820,,36,70,70,
101503,gm. Godzianów,1690,2098,2098,0,728,962,962,0,0,1,0,0,0,0,0,0,0,962,0,0,962,9,4,5,0,953,102,21,,,716,,32,37,45,
101504,gm. Kowiesy,1831,2402,2402,0,834,997,997,0,0,10,0,0,0,0,0,0,0,997,0,0,997,9,5,4,0,988,213,27,,,604,,43,49,52,
101505,gm. Lipce Reymontowskie,2020,2664,2662,2,866,1154,1154,0,0,7,0,0,0,0,0,0,0,1154,0,0,1154,10,6,4,0,1144,198,29,,,813,,33,38,33,
101506,gm. Maków,3688,4856,4856,0,1702,1986,1986,0,0,7,0,0,0,0,0,0,0,1986,0,0,1986,26,24,2,0,1960,338,36,,,1325,,62,99,100,
101507,gm. Nowy Kawęczyn,2120,2817,2817,0,932,1188,1188,0,1,12,0,0,0,0,0,0,0,1188,0,0,1188,20,15,5,0,1168,253,28,,,753,,38,56,40,
101508,gm. Skierniewice,4466,5851,5851,0,2030,2436,2436,0,0,0,0,0,0,0,0,0,0,2436,0,0,2436,28,10,18,0,2408,563,60,,,1526,,86,87,86,
101509,gm. Słupia,1560,2051,2051,0,658,902,902,0,0,0,0,0,0,0,0,0,0,902,0,0,902,10,7,3,0,892,119,11,,,675,,30,33,24,
101601,m. Tomaszów Mazowiecki,37905,48920,48920,0,15334,22570,22570,0,25,77,0,0,0,0,0,0,0,22563,0,1,22562,162,95,67,0,22400,8759,456,,,10153,,1320,848,864,
101602,gm. Będków,2098,2713,2713,0,879,1219,1219,0,0,1,0,0,0,0,0,0,0,1219,0,0,1219,10,4,6,0,1209,254,23,,,807,,31,56,38,
101603,gm. Budziszewice,1318,1716,1716,0,551,767,767,0,0,1,0,0,0,0,0,0,0,767,0,0,767,13,8,5,0,754,167,22,,,475,,25,39,26,
101604,gm. Czerniewice,3128,4115,4115,0,1439,1689,1689,0,0,7,0,0,0,0,0,0,0,1689,0,0,1689,25,15,10,0,1664,294,24,,,1195,,43,43,65,
101605,gm. Inowłódz,2438,3233,3232,1,957,1481,1480,1,0,26,0,0,0,0,0,0,0,1481,0,0,1481,19,10,9,0,1462,417,36,,,828,,65,67,49,
101606,gm. Lubochnia,4242,5575,5575,0,1857,2385,2385,0,0,8,0,0,0,0,0,0,0,2385,0,0,2385,24,12,12,0,2361,444,44,,,1638,,44,103,88,
101607,gm. Rokiciny,3748,4930,4930,0,1560,2188,2188,0,0,15,0,0,0,0,0,0,0,2188,0,0,2188,16,11,5,0,2172,531,53,,,1323,,111,75,79,
101608,gm. Rzeczyca,2955,3899,3899,0,1408,1547,1547,0,0,27,0,0,0,0,0,0,0,1547,0,0,1547,28,20,8,0,1519,234,32,,,1119,,45,56,33,
101609,gm. Tomaszów Mazowiecki,6674,8731,8731,0,2705,3969,3969,0,1,16,0,0,0,0,0,0,0,3968,0,0,3968,39,22,17,0,3929,1054,81,,,2313,,159,141,181,
101610,gm. Ujazd,4740,6206,6206,0,2020,2720,2720,0,2,9,0,0,0,0,0,0,0,2720,0,0,2720,34,25,9,0,2686,725,45,,,1593,,106,95,122,
101611,gm. Żelechlinek,2060,2687,2687,0,815,1245,1245,0,0,1,0,0,0,0,0,0,0,1245,0,0,1245,17,10,7,0,1228,270,24,,,851,,12,42,29,
101701,gm. Biała,3397,4453,4453,0,1710,1687,1687,0,2,3,0,0,0,0,0,0,0,1687,0,1,1686,26,19,7,0,1660,333,33,,,1123,,64,39,68,
101702,gm. Czarnożyły,2782,3642,3642,0,1217,1565,1565,0,1,0,0,0,0,0,0,0,0,1565,0,0,1565,15,6,9,0,1550,370,30,,,992,,62,38,58,
101703,gm. Konopnica,2390,3144,3144,0,1024,1366,1366,0,1,4,0,0,0,0,0,0,0,1366,0,0,1366,24,14,10,0,1342,358,29,,,807,,51,52,45,
101704,gm. Mokrsko,3328,4345,4345,0,1447,1881,1881,0,4,4,0,0,0,0,0,0,0,1881,0,0,1881,28,13,15,0,1853,406,63,,,1163,,67,72,82,
101705,gm. Osjaków,2900,3815,3815,0,1179,1721,1721,0,0,7,0,0,0,0,0,0,0,1721,0,0,1721,22,16,6,0,1699,310,39,,,1156,,58,61,75,
101706,gm. Ostrówek,2802,3646,3640,6,1365,1437,1437,0,0,7,0,0,0,0,0,0,0,1437,0,0,1437,21,9,12,0,1416,313,32,,,937,,57,46,31,
101707,gm. Pątnów,4010,5263,5263,0,1726,2284,2284,0,3,18,0,0,0,0,0,0,0,2284,0,0,2284,25,14,11,0,2259,352,47,,,1634,,90,54,82,
101708,gm. Skomlin,2010,2620,2620,0,900,1110,1110,0,1,3,0,0,0,0,0,0,0,1110,0,0,1110,13,10,3,0,1097,292,23,,,643,,51,46,42,
101709,gm. Wieluń,19955,25671,25671,0,8210,11745,11745,0,6,59,0,0,0,0,0,0,0,11745,0,1,11744,76,41,35,0,11668,4461,231,,,5362,,750,426,438,
101710,gm. Wierzchlas,4127,5457,5457,0,2026,2101,2101,0,1,26,0,0,0,0,0,0,0,2101,0,0,2101,25,19,6,0,2076,504,40,,,1285,,104,58,85,
101801,gm. Bolesławiec,2518,3305,3305,0,1242,1276,1276,0,1,2,0,0,0,0,0,0,0,1276,0,0,1276,14,8,6,0,1262,294,16,,,749,,73,75,55,
101802,gm. Czastary,2421,3176,3176,0,1189,1232,1232,0,0,2,0,0,0,0,0,0,0,1232,0,0,1232,18,13,5,0,1214,258,19,,,789,,52,40,56,
101803,gm. Galewice,3790,4961,4961,0,2004,1785,1785,0,0,8,0,0,0,0,0,0,0,1785,0,0,1785,21,14,7,0,1764,360,42,,,1116,,74,97,75,
101804,gm. Lututów,2808,3665,3665,0,1330,1478,1478,0,4,6,0,0,0,0,0,0,0,1478,0,0,1478,26,14,12,0,1452,319,25,,,935,,65,44,64,
101805,gm. Łubnice,2550,3338,3337,1,1308,1242,1242,0,0,3,0,0,0,0,0,0,0,1242,0,0,1242,21,15,6,0,1221,321,19,,,757,,41,40,43,
101806,gm. Sokolniki,3069,4007,4007,0,1366,1703,1703,0,1,5,0,0,0,0,0,0,0,1702,0,0,1702,17,12,5,0,1685,412,31,,,1027,,57,81,77,
101807,gm. Wieruszów,8821,11490,11490,0,3750,5071,5071,0,9,26,0,0,0,0,0,0,0,5070,0,0,5070,54,30,24,0,5016,1696,82,,,2484,,310,224,220,
101901,m. Zduńska Wola,25298,32965,32962,3,9829,15467,15466,1,13,49,1,1,0,0,0,0,1,15470,1,1,15469,99,57,42,0,15370,5805,242,,,7151,,940,696,536,
101902,gm. Szadek,4520,5939,5939,0,2117,2403,2403,0,5,12,0,0,0,0,0,0,0,2403,0,0,2403,21,12,9,0,2382,654,41,,,1413,,113,81,80,
101903,gm. Zapolice,3200,4155,4155,0,1641,1559,1559,0,2,5,0,0,0,0,0,0,0,1559,0,0,1559,19,13,6,0,1540,373,31,,,941,,85,58,52,
101904,gm. Zduńska Wola,7262,9509,9509,0,3171,4091,4091,0,1,10,0,0,0,0,0,0,0,4090,0,0,4090,41,25,16,0,4049,1032,73,,,2410,,207,166,161,
102001,m. Głowno,8970,11602,11602,0,3797,5173,5173,0,4,26,0,0,0,0,0,0,0,5172,0,0,5172,41,18,23,0,5131,2190,106,,,2153,,312,168,202,
102002,m. Ozorków,11703,15293,15293,0,4844,6859,6859,0,8,16,0,0,0,0,0,0,0,6859,0,1,6858,52,34,18,0,6806,2564,141,,,3120,,450,282,249,
102003,m. Zgierz,34590,44500,44498,2,12938,21649,21649,0,21,44,5,4,0,0,0,0,4,21650,4,1,21649,150,94,56,0,21499,9516,524,,,8417,,1499,846,697,
102004,gm. Aleksandrów Łódzki,18749,24529,24525,4,6265,12484,12483,1,9,37,1,1,0,0,0,0,1,12485,1,0,12485,88,55,33,0,12397,6204,230,,,4263,,766,486,448,
102005,gm. Głowno,2980,3927,3927,0,1382,1598,1598,0,1,4,0,0,0,0,0,0,0,1598,0,0,1598,11,6,5,0,1587,323,30,,,1072,,38,55,69,
102006,gm. Ozorków,4442,5700,5697,3,1712,2729,2728,1,3,22,0,0,0,0,0,0,0,2730,0,0,2730,28,19,9,0,2702,778,40,,,1583,,118,105,78,
102007,gm. Parzęczew,3203,4198,4198,0,1257,1946,1946,0,0,14,0,0,0,0,0,0,0,1946,0,0,1946,16,11,5,0,1930,680,32,,,955,,108,90,65,
102008,gm. Stryków,7741,10155,10155,0,2866,4875,4875,0,2,18,0,0,0,0,0,0,0,4872,0,0,4872,30,18,12,0,4842,1899,73,,,2186,,286,228,170,
102009,gm. Zgierz,8697,11484,11483,1,2696,6001,6000,1,5,41,0,0,0,0,0,0,0,6000,0,0,6000,40,20,20,0,5960,2426,110,,,2639,,334,219,232,
102101,m. Brzeziny,7709,9986,9986,0,3413,4296,4296,0,4,14,0,0,0,0,0,0,0,4296,0,0,4296,41,20,21,0,4255,1440,100,,,2131,,234,152,198,
102102,gm. Brzeziny,3458,4524,4524,0,1387,2071,2071,0,7,1,0,0,0,0,0,0,0,2071,0,0,2071,17,10,7,0,2054,566,40,,,1183,,87,87,91,
102103,gm. Dmosin,2808,3689,3689,0,1167,1641,1641,0,6,6,0,0,0,0,0,0,0,1641,0,0,1641,23,16,7,0,1618,438,21,,,964,,79,52,64,
102104,gm. Jeżów,2111,2745,2745,0,914,1197,1197,0,1,4,0,0,0,0,0,0,0,1197,0,0,1197,16,12,4,0,1181,249,26,,,792,,32,46,36,
102105,gm. Rogów,2880,3776,3776,0,1233,1647,1647,0,2,11,0,0,0,0,0,0,0,1647,0,0,1647,14,8,6,0,1633,432,33,,,969,,64,70,65,
106101,m. Łódź,417161,530752,530723,29,134363,283038,283016,22,214,1271,55,55,1,2,0,0,53,282953,52,45,282908,1381,744,637,0,281527,151976,5775,,,85179,,19212,11281,8104,
106201,m. Piotrków Trybunalski,45339,58353,58352,1,17684,27650,27650,0,28,123,2,2,0,0,0,0,2,27646,2,7,27639,173,95,78,0,27466,10586,588,,,12346,,1572,1253,1121,
106301,m. Skierniewice,28746,37368,37362,6,10295,18444,18442,2,14,56,2,2,0,0,0,0,2,18451,2,1,18450,162,82,80,0,18288,7636,403,,,7546,,1088,845,770,
120101,m. Bochnia,17801,23205,23205,0,6212,11589,11589,0,25,62,1,1,0,0,0,0,1,11590,1,0,11590,56,23,33,0,11534,3660,119,43,,5971,,604,517,502,118
120102,gm. Bochnia,11856,15589,15589,0,4687,7169,7169,0,5,28,0,0,0,0,0,0,0,7169,0,1,7168,81,58,23,0,7087,1207,47,18,,4937,,229,308,288,53
120103,gm. Drwinia,4166,5273,5273,0,1550,2616,2616,0,1,4,1,1,0,0,0,0,1,2617,1,1,2616,35,22,13,0,2581,281,11,7,,2034,,58,76,107,7
120104,gm. Lipnica Murowana,3333,4417,4417,0,1224,2109,2109,0,3,22,0,0,0,0,0,0,0,2109,0,0,2109,15,7,8,0,2094,260,11,4,,1695,,25,46,47,6
120105,gm. Łapanów,4826,6349,6349,0,1959,2867,2867,0,3,12,0,0,0,0,0,0,0,2867,0,0,2867,45,31,14,0,2822,451,21,10,,2007,,79,115,125,14
120106,gm. Nowy Wiśnicz,8484,11043,11043,0,2925,5559,5559,0,5,28,0,0,0,0,0,0,0,5559,0,0,5559,74,48,26,0,5485,766,29,21,,4142,,135,187,178,27
120107,gm. Rzezawa,6708,8817,8817,0,2549,4159,4159,0,1,18,0,0,0,0,0,0,0,4157,0,0,4157,31,18,13,0,4126,537,27,9,,3076,,107,184,162,24
120108,gm. Trzciana,3237,4321,4320,1,956,2281,2281,0,2,18,0,0,0,0,0,0,0,2281,0,0,2281,14,5,9,0,2267,242,6,6,,1842,,19,69,70,13
120109,gm. Żegocina,3188,4188,4186,2,748,2440,2438,2,2,17,0,0,0,0,0,0,0,2440,0,0,2440,11,3,8,0,2429,212,11,7,,2027,,26,84,52,10
120201,gm. Borzęcin,5161,6778,6777,1,2322,2839,2838,1,1,11,0,0,0,0,0,0,0,2839,0,0,2839,35,25,10,0,2804,366,17,15,,2064,,61,140,122,19
120202,gm. Brzesko,22175,28853,28852,1,8914,13261,13261,0,5,46,1,1,0,0,0,0,1,13261,1,0,13261,103,60,43,0,13158,3274,91,44,,7895,,405,819,533,97
120203,gm. Czchów,5828,7695,7695,0,2245,3583,3583,0,1,25,0,0,0,0,0,0,0,3583,0,1,3582,48,25,23,0,3534,549,19,10,,2575,,67,144,151,19
120204,gm. Dębno,8792,11535,11535,0,3333,5459,5459,0,9,17,0,0,0,0,0,0,0,5459,0,0,5459,55,31,24,0,5404,850,32,23,,3819,,149,258,229,44
120205,gm. Gnojnik,4650,6148,6148,0,1717,2933,2933,0,4,18,0,0,0,0,0,0,0,2933,0,0,2933,43,30,13,0,2890,259,14,8,,2334,,50,119,90,16
120206,gm. Iwkowa,3746,4965,4965,0,1149,2597,2597,0,0,15,0,0,0,0,0,0,0,2597,0,0,2597,23,12,11,0,2574,257,8,7,,2124,,27,87,59,5
120207,gm. Szczurowa,5914,7714,7714,0,2919,2995,2995,0,4,18,0,0,0,0,0,0,0,2995,0,0,2995,34,25,9,0,2961,411,19,19,,2169,,79,122,132,10
120301,gm. Alwernia,7771,10186,10185,1,3210,4559,4558,1,1,12,0,0,0,0,0,0,0,4560,0,0,4560,32,16,16,0,4528,1237,46,21,,2533,,256,185,217,33
120302,gm. Babice,5661,7402,7401,1,2254,3407,3406,1,0,4,0,0,0,0,0,0,0,3407,0,0,3407,54,35,19,0,3353,855,33,14,,1926,,166,149,187,23
120303,gm. Chrzanów,28625,36972,36972,0,11349,17276,17276,0,17,62,3,3,0,0,0,0,3,17276,3,0,17276,125,70,55,0,17151,6738,262,80,,7087,,1320,749,758,157
120304,gm. Libiąż,13564,17716,17716,0,5113,8451,8451,0,12,10,0,0,0,0,0,0,0,8451,0,0,8451,82,50,32,0,8369,2539,109,36,,4503,,410,299,397,76
120305,gm. Trzebinia,20801,27083,27083,0,8229,12572,12572,0,9,34,0,0,0,0,0,0,0,12570,0,0,12570,111,63,48,0,12459,4304,152,68,,5670,,928,560,659,118
120401,gm. Bolesław,1750,2286,2286,0,1005,745,745,0,0,5,0,0,0,0,0,0,0,745,0,0,745,9,7,2,0,736,133,5,2,,534,,7,27,27,1
120402,gm. Dąbrowa Tarnowska,13042,16795,16794,1,5719,7323,7322,1,3,20,0,0,0,0,0,0,0,7323,0,0,7323,69,48,21,0,7254,1331,46,21,,5166,,141,301,202,46
120403,gm. Gręboszów,2180,2811,2811,0,1095,1085,1085,0,1,5,0,0,0,0,0,0,0,1085,0,0,1085,10,8,2,0,1075,193,8,4,,801,,10,31,23,5
120404,gm. Mędrzechów,2224,2876,2876,0,1096,1128,1128,0,2,4,0,0,0,0,0,0,0,1128,0,0,1128,22,17,5,0,1106,202,12,3,,766,,19,45,55,4
120405,gm. Olesno,4859,6367,6367,0,2238,2619,2619,0,1,2,0,0,0,0,0,0,0,2621,0,0,2621,27,18,9,0,2594,276,19,5,,2045,,43,114,84,8
120406,gm. Radgoszcz,4509,5929,5929,0,1816,2693,2693,0,1,11,0,0,0,0,0,0,0,2693,0,0,2693,23,11,12,0,2670,210,19,4,,2220,,42,98,71,6
120407,gm. Szczucin,8059,10550,10550,0,3887,4170,4170,0,0,22,0,0,0,0,0,0,0,4172,0,0,4172,63,35,28,0,4109,585,29,11,,3019,,91,136,217,21
120501,m. Gorlice,17490,22346,22346,0,7178,10312,10312,0,11,37,4,4,0,0,0,0,4,10316,4,0,10316,84,52,32,0,10232,3134,94,32,,5223,,399,387,723,240
120502,gm. Biecz,10339,13644,13644,0,4442,5897,5897,0,3,34,2,2,0,0,0,1,1,5898,1,0,5898,48,37,11,0,5850,809,48,11,,4238,,151,188,352,53
120503,gm. Bobowa,5649,7471,7471,0,2138,3511,3511,0,2,26,0,0,0,0,0,0,0,3511,0,0,3511,35,23,12,0,3476,355,9,6,,2831,,53,94,114,14
120504,gm. Gorlice,10490,13816,13816,0,4367,6123,6123,0,4,21,3,3,0,0,0,0,3,6126,3,0,6126,66,45,21,0,6060,975,29,16,,4040,,153,245,537,65
120505,gm. Lipinki,4202,5503,5503,0,1769,2433,2433,0,3,8,0,0,0,0,0,0,0,2433,0,0,2433,22,17,5,0,2411,294,22,8,,1763,,34,74,203,13
120506,gm. Łużna,5082,6644,6644,0,2200,2882,2882,0,1,9,0,0,0,0,0,0,0,2882,0,0,2882,36,25,11,0,2846,385,20,6,,2099,,53,122,146,15
120507,gm. Moszczenica,2950,3870,3870,0,1323,1627,1627,0,4,12,0,0,0,0,0,0,0,1627,0,0,1627,18,11,7,0,1609,153,6,2,,1263,,12,61,103,9
120508,gm. Ropa,3160,4155,4155,0,1184,1976,1976,0,8,16,0,0,0,0,0,0,0,1974,0,0,1974,17,7,10,0,1957,229,12,8,,1501,,39,66,91,11
120509,gm. Sękowa,3091,4081,4080,1,1312,1779,1779,0,3,42,0,0,0,0,0,0,0,1779,0,0,1779,10,8,2,0,1769,434,5,4,,1047,,59,57,143,20
120510,gm. Uście Gorlickie,4060,5536,5536,0,1877,2183,2183,0,0,188,0,0,0,0,0,0,0,2183,0,0,2183,23,12,11,0,2160,591,22,12,,1205,,121,92,88,29
120601,gm. Czernichów,8762,11445,11444,1,3583,5179,5178,1,4,17,1,1,0,0,0,0,1,5180,1,0,5180,57,32,25,0,5123,1211,39,13,,3128,,244,225,228,35
120602,gm. Igołomia-Wawrzeńczyce,4719,6205,6205,0,2314,2405,2405,0,6,4,0,0,0,0,0,0,0,2405,0,0,2405,22,14,8,0,2383,454,20,2,,1605,,73,76,145,8
120603,gm. Iwanowice,5456,7214,7214,0,2013,3443,3443,0,3,19,0,0,0,0,0,0,0,3442,0,4,3438,25,15,10,0,3413,664,28,10,,2274,,125,148,136,28
120604,gm. Jerzmanowice-Przeginia,6697,8840,8840,0,2511,4186,4186,0,4,21,1,1,0,0,0,0,1,4187,1,0,4187,51,33,18,0,4136,752,66,14,,2725,,137,231,175,36
120605,gm. Kocmyrzów-Luborzyca,9196,12115,12115,0,3509,5687,5687,0,0,19,1,1,0,0,0,0,1,5685,1,0,5685,54,39,15,0,5631,1554,43,21,,3157,,300,229,284,43
120606,gm. Krzeszowice,19667,25664,25662,2,7217,12450,12449,1,11,69,4,4,1,0,0,0,3,12453,3,1,12452,100,54,46,0,12352,3809,138,53,,6377,,695,562,624,94
120607,gm. Liszki,10059,13281,13280,1,3558,6501,6500,1,0,19,0,0,0,0,0,0,0,6501,0,0,6501,49,32,17,0,6452,1421,36,18,,4105,,261,310,270,31
120608,gm. Michałowice,6041,8003,8003,0,1797,4243,4243,0,4,22,0,0,0,0,0,0,0,4242,0,0,4242,25,15,10,0,4217,1502,36,6,,2013,,248,203,176,33
120609,gm. Mogilany,8202,10787,10784,3,2413,5789,5789,0,7,29,0,0,0,0,0,0,0,5787,0,0,5787,41,24,17,0,5746,1907,45,10,,2908,,298,262,261,55
120610,gm. Skała,6344,8408,8408,0,2186,4159,4159,0,2,19,0,0,0,0,0,0,0,4158,0,0,4158,46,31,15,0,4112,961,31,15,,2534,,190,205,144,32
120611,gm. Skawina,25572,33720,33720,0,9645,15927,15927,0,21,47,0,0,0,0,0,0,0,15925,0,1,15924,135,87,48,0,15789,4594,191,72,,8473,,850,796,644,169
120612,gm. Słomniki,8311,10897,10897,0,3469,4842,4842,0,4,17,0,0,0,0,0,0,0,4841,0,0,4841,41,19,22,0,4800,909,35,23,,3140,,200,221,240,32
120613,gm. Sułoszowa,3513,4663,4663,0,1214,2299,2299,0,1,52,0,0,0,0,0,0,0,2299,0,0,2299,20,13,7,0,2279,348,17,9,,1703,,61,64,60,17
120614,gm. Świątniki Górne,6001,7955,7955,0,2050,3951,3951,0,2,8,0,0,0,0,0,0,0,3951,0,0,3951,39,21,18,0,3912,1090,20,12,,2218,,168,202,170,32
120615,gm. Wielka Wieś,7346,9613,9609,4,2196,5150,5148,2,5,23,0,0,0,0,0,0,0,5150,0,0,5150,44,28,16,0,5106,1781,49,15,,2457,,296,250,196,62
120616,gm. Zabierzów,15808,20849,20849,0,4045,11763,11763,0,21,86,0,0,0,0,0,0,0,11764,0,0,11764,86,45,41,0,11678,4357,118,54,,5167,,701,628,520,133
120617,gm. Zielonki,12577,16476,16472,4,3349,9228,9226,2,4,50,0,0,0,0,0,0,0,9227,0,1,9226,51,22,29,0,9175,3910,100,27,,3477,,677,431,422,131
120701,m. Limanowa,9229,11867,11867,0,3182,6047,6047,0,6,33,0,0,0,0,0,0,0,6047,0,0,6047,42,23,19,0,6005,1353,46,15,,3819,,152,289,290,41
120702,m. Mszana Dolna,4743,6202,6201,1,1775,2968,2968,0,8,6,0,0,0,0,0,0,0,2968,0,0,2968,25,14,11,0,2943,649,16,8,,1917,,108,100,118,27
120703,gm. Dobra,5913,7751,7751,0,2560,3353,3353,0,1,11,2,2,0,0,2,0,0,3353,0,0,3353,34,21,13,0,3319,444,16,15,,2508,,84,131,104,17
120704,gm. Jodłownik,5070,6637,6636,1,2054,3016,3015,1,1,17,0,0,0,0,0,0,0,3016,0,0,3016,60,48,12,0,2956,321,23,6,,2349,,43,93,107,14
120705,gm. Kamienica,4596,5997,5997,0,1891,2705,2705,0,7,14,0,0,0,0,0,0,0,2705,0,0,2705,31,18,13,0,2674,246,16,6,,2166,,41,97,88,14
120706,gm. Laskowa,4646,6112,6112,0,1108,3538,3538,0,7,26,0,0,0,0,0,0,0,3538,0,0,3538,37,18,19,0,3501,210,17,6,,3036,,21,112,85,14
120707,gm. Limanowa,14596,19250,19250,0,4831,9765,9765,0,4,58,1,1,0,0,0,0,1,9766,1,0,9766,89,55,34,0,9677,956,60,21,,7854,,142,298,296,50
120708,gm. Łukowica,5659,7483,7483,0,2021,3638,3638,0,1,19,0,0,0,0,0,0,0,3638,0,0,3638,45,17,28,0,3593,326,17,8,,2920,,54,110,145,13
120709,gm. Mszana Dolna,10159,13308,13307,1,3813,6346,6346,0,10,24,0,0,0,0,0,0,0,6346,0,0,6346,63,39,24,0,6283,549,29,10,,5209,,108,179,168,31
120710,gm. Niedźwiedź,4191,5537,5537,0,2052,2139,2139,0,1,13,0,0,0,0,0,0,0,2139,0,0,2139,22,17,5,0,2117,221,12,6,,1706,,23,70,68,11
120711,gm. Słopnice,3718,4924,4924,0,1243,2475,2475,0,0,19,0,0,0,0,0,0,0,2475,0,0,2475,22,12,10,0,2453,174,5,4,,2054,,22,111,75,8
120712,gm. Tymbark,3877,5039,5039,0,1195,2682,2682,0,4,13,0,0,0,0,0,0,0,2682,0,0,2682,20,12,8,0,2662,275,14,10,,2130,,54,70,94,15
120801,gm. Charsznica,4628,6168,6167,1,2061,2566,2565,1,10,10,0,0,0,0,0,0,0,2566,0,0,2566,22,14,8,0,2544,502,26,13,,1697,,87,107,106,6
120802,gm. Gołcza,3771,4971,4971,0,1551,2220,2220,0,4,8,0,0,0,0,0,0,0,2220,0,0,2220,44,30,14,0,2176,401,15,3,,1529,,76,69,71,12
120803,gm. Kozłów,2961,3886,3886,0,1467,1494,1494,0,1,4,0,0,0,0,0,0,0,1494,0,0,1494,16,12,4,0,1478,166,8,8,,1164,,34,42,51,5
120804,gm. Książ Wielki,3258,4243,4243,0,1372,1886,1886,0,0,27,0,0,0,0,0,0,0,1886,0,0,1886,19,9,10,0,1867,328,15,9,,1335,,54,47,68,11
120805,gm. Miechów,12288,15901,15900,1,5254,7034,7034,0,9,27,0,0,0,0,0,0,0,7034,0,0,7034,64,39,25,0,6970,1870,96,23,,3945,,363,321,296,56
120806,gm. Racławice,1600,2090,2090,0,808,792,792,0,1,7,0,0,0,0,0,0,0,792,0,0,792,7,1,6,0,785,132,4,0,,581,,19,25,21,3
120807,gm. Słaboszów,2241,2935,2935,0,1124,1117,1117,0,0,0,0,0,0,0,0,0,0,1117,0,0,1117,17,10,7,0,1100,183,8,3,,800,,32,34,35,5
120901,gm. Dobczyce,8913,11731,11731,0,3179,5734,5734,0,3,45,0,0,0,0,0,0,0,5733,0,0,5733,50,24,26,0,5683,1200,49,23,,3530,,214,322,304,41
120902,gm. Lubień,5850,7699,7699,0,2144,3706,3706,0,1,27,0,0,0,0,0,0,0,3706,0,0,3706,38,17,21,0,3668,434,20,4,,2857,,74,133,113,33
120903,gm. Myślenice,26070,34230,34228,2,8412,17658,17656,2,5,69,9,9,0,0,0,0,9,17666,9,2,17664,143,87,56,0,17521,4287,147,50,,10619,,685,796,791,146
120904,gm. Pcim,6572,8617,8617,0,2037,4534,4534,0,5,13,0,0,0,0,0,0,0,4534,0,0,4534,67,39,28,0,4467,565,28,11,,3390,,103,151,180,39
120905,gm. Raciechowice,3863,5071,5071,0,1705,2157,2157,0,7,18,0,0,0,0,0,0,0,2158,0,4,2154,22,13,9,0,2132,335,22,7,,1528,,69,72,88,11
120906,gm. Siepraw,5159,6901,6901,0,1789,3370,3370,0,1,14,0,0,0,0,0,0,0,3370,0,0,3370,28,16,12,0,3342,682,24,8,,2194,,106,129,139,60
